Ritcher_Stand0: .word 24, 48
.byte 189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,
189,189,189,189,189,189,189,189,189,189,189,189,189,189,64,64,11,11,189,189,189,189,189,189,
189,189,189,189,189,189,189,189,189,189,189,189,189,11,64,64,64,64,11,189,189,189,189,189,
189,189,189,189,189,189,189,189,189,189,189,189,11,64,164,173,246,173,11,189,189,189,189,189,
189,189,189,189,189,189,189,189,189,189,189,189,64,64,64,64,11,11,64,189,189,189,189,189,
189,189,189,189,189,189,189,189,189,189,189,11,64,64,64,102,102,11,189,189,189,189,189,189,
189,189,189,189,189,189,189,189,189,189,192,64,64,64,64,21,174,102,189,189,189,189,189,189,
189,189,189,189,189,189,189,21,192,64,64,192,192,192,64,11,21,102,189,189,189,189,189,189,
189,189,189,189,189,189,21,192,192,192,64,192,64,64,164,89,11,189,189,189,189,189,189,189,
189,189,189,189,189,21,192,216,192,192,216,216,192,173,11,174,21,189,189,189,189,189,189,189,
189,189,189,189,189,21,192,192,192,192,216,192,173,11,21,21,182,21,189,189,189,189,189,189,
189,189,189,189,21,21,192,192,192,192,192,192,164,11,174,21,182,21,189,189,189,189,189,189,
189,189,189,189,21,11,192,192,192,192,192,192,164,11,21,182,102,21,189,189,189,189,189,189,
189,189,189,189,189,11,11,192,64,192,192,64,89,11,21,174,21,11,189,189,189,189,189,189,
189,189,189,189,189,11,11,64,64,64,192,192,64,64,11,11,102,21,189,189,189,189,189,189,
189,189,189,189,189,189,11,64,64,64,192,64,64,64,11,21,174,21,189,189,189,189,189,189,
189,189,189,189,189,189,189,64,64,192,64,64,64,64,64,11,21,11,11,189,189,189,189,189,
189,189,189,189,189,189,189,189,64,64,64,164,64,64,189,11,21,174,102,64,64,174,102,189,
189,189,189,189,189,189,189,189,64,64,164,0,64,192,189,189,11,21,102,21,192,102,174,189,
189,189,189,189,189,189,189,189,192,102,21,11,102,164,64,189,11,11,11,64,64,11,11,189,
189,189,189,189,189,189,189,192,21,246,0,0,21,64,192,189,189,189,189,189,189,189,189,189,
189,189,189,189,189,189,189,21,174,64,192,64,192,192,64,189,189,189,189,189,189,189,189,189,
189,189,189,189,189,189,21,102,64,192,173,64,192,64,64,64,189,189,189,189,189,189,189,189,
189,189,189,189,189,11,102,64,192,192,246,89,192,192,64,89,189,189,189,189,189,189,189,189,
189,189,189,189,11,21,189,64,192,0,246,164,192,192,64,164,89,189,189,189,189,189,189,189,
189,189,189,189,11,189,189,192,192,89,246,173,192,192,64,89,89,189,189,189,189,189,189,189,
189,189,189,189,189,189,189,192,164,89,246,246,192,192,64,89,164,89,189,189,189,189,189,189,
189,189,189,189,189,189,189,192,173,164,246,246,192,192,64,164,164,164,189,189,189,189,189,189,
189,189,189,189,189,189,189,192,246,173,246,246,0,192,64,89,164,173,189,189,189,189,189,189,
189,189,189,189,189,189,189,192,89,246,246,246,0,192,64,164,89,0,11,29,189,189,189,189,
189,189,189,189,189,189,189,11,64,89,246,64,0,192,64,89,0,11,29,174,189,189,189,189,
189,189,189,189,189,189,11,102,102,0,64,102,0,192,64,11,11,29,11,29,189,189,189,189,
189,189,189,189,189,11,29,11,102,182,182,11,0,192,64,11,11,11,29,11,189,189,189,189,
189,189,189,189,189,29,174,11,11,11,11,0,0,192,64,11,29,102,102,11,189,189,189,189,
189,189,189,189,189,11,29,174,29,29,0,0,0,192,64,189,11,29,102,11,189,189,189,189,
189,189,189,189,11,29,11,11,11,0,0,0,189,21,11,189,11,11,11,11,189,189,189,189,
189,189,189,189,29,174,174,29,0,0,0,0,189,189,189,189,11,29,102,29,189,189,189,189,
189,189,189,189,102,174,102,189,189,0,0,0,189,189,189,189,189,11,102,11,189,189,189,189,
189,189,189,189,29,102,29,189,189,189,189,189,189,189,189,189,189,11,29,11,189,189,189,189,
189,189,189,29,11,11,189,189,189,189,189,189,189,189,189,189,189,29,11,11,189,189,189,189,
189,189,189,11,102,29,189,189,189,189,189,189,189,189,189,189,189,11,29,102,189,189,189,189,
189,189,11,102,11,11,189,189,189,189,189,189,189,189,189,189,189,11,29,11,11,189,189,189,
189,189,29,102,174,29,189,189,189,189,189,189,189,189,189,189,189,11,102,102,29,11,189,189,
189,189,11,102,102,174,102,189,189,189,189,189,189,189,189,189,189,11,29,102,29,102,29,189,


